"clipID","date","source","content","keywords","key1","key2","key3","key4","key5","key6","key7","title","type","Privatenotes","public","facilitators"
"941","2026-05-09","The Lincoln Institution by Mike Bertram and Heidi Sproat","References and Notes

The reference labels below have been devised especially for this article. They are grouped as follows:

CAR - Carlisle Indian Industrial School

D - documents in the TEHS Document database, the number in the label is the document number in the database

GPGN - Greater Philadelphia GeoHistory Network

LI - Lincoln Institution, followed by a sequential number

MFarm - Meade Farm

MMC - Mary McHenry Cox, followed by a sequential number

SOS - Soldiers’ Orphans School, followed by a sequential number



[CAR1] See article in Red Man,
(https://carlisleindian.dickinson.edu/sites/default/files/docs-publications/RedMan_v11n07_1.pdf)



[D729] The Autobiography of ah-nen-la-de-ni (Daniel La France) 
(documents.tehistory.org/docs/doc729.html)

[D731] See Richard Pratt letter to the Commissioner of Indian Affairs 
(documents.tehistory.org/docs/doc731.html)

[D733] Cox-M’Henry marriage, Philadelphia Times, 4th June 1880. 
(documents.tehistory.org/docs/doc733.html).

[D763] Pupils transferring to Carlisle 
(documents.tehistory.org/docs/doc763.html)

[D766] The sale deed to Emily Exley includes a description of the change in charity names and mergers. 
(documents.tehistory.org/docs/doc766.html)

[D782] A transcription of the Indian Rights Association report on the Educational Home 
(documents.tehistory.org/docs/doc782.html)

[D785] Items from the Superintendent of the Soldiers Orphans’ Schools, Reports 1881 to 1885. 
(documents.tehistory.org/docs/doc785.html)

[D788] Photographs of the orphans at the Lincoln Institution 11th Street site 
(documents.tehistory.org/docs/doc788.html)

[D798] A CONSIGNMENT OF SIOUX BRAVES AND PAPOOSES AT SCHOOL from the Philadelphia Times. 1884 
(documents.tehistory.org/docs/doc798.html)

[D801] An Analysis of Indian Deaths at the Lincoln Institution, 
(documents.tehistory.org/docs/doc801.html)

[D833] Woodlands Cemetery, 
(documents.tehistory.org/docs/doc833.html)

[D837] An Analysis of Soldiers Orphan’s Deaths at the Lincoln Institution, 
(documents.tehistory.org/docs/doc837.html)

[D854] Indians at School, an article in the Sonoma Democrat, 1884, 
(documents.tehistory.org/docs/doc854.html)

[D867] An analysis of the scholarships 
(documents.tehistory.org/docs/doc867.html)

[D871] A detailed description of the Organization of the Lincoln Institution 
(documents.tehistory.org/docs/doc871.html)

[D872] A Description of the Meade Farm 
(documents.tehistory.org/docs/doc872.html)

[D873] A description of the interior of the Educational Home 
(documents.tehistory.org/docs/doc873.html)

[D874] Testimonials concerning some of the orphans from their employers 
(documents.tehistory.org/docs/doc874.html)

[D876] A List of the entertainments organized for the orphans for 1881 
(documents.tehistory.org/docs/doc876.html)

[D877] A list of employers’ businesses 
(documents.tehistory.org/docs/doc877.html)

[D879] An analysis of the lengths of stay for Indian boys at the Lincoln Institution 
(documents.tehistory.org/docs/doc879.html)

[D883] See a Transcription of the George Jackson statement 
(documents.tehistory.org/docs/doc883.html)

[D909] See article from City & State newspaper 
(documents.tehistory.org/docs/doc909.html)

[D915] For a List of testimonials and newspaper articles on the complaint 
(documents.t ehistory.org/docs/doc915.html)

[D917] An analysis of the Indian boys training 
(documents.tehistory.org/docs/doc917.html)





[GPGN] The Philadelphia maps can be found at the Greater Philadelphia GeoHistory Network,
(https://www.philageohistory.org/tiles/viewer/)



[LI1]A lithograph of Lincoln Institution can be found in many of the Superintendent of Soldiers Orphans’ Schools annual reports. 2024 Photograph by Mike Bertram.

[LI2] See a list of the documents associated with the Lincoln Institution 
(../LI.php?key1=Lincoln)

[LI3] Lithograph of the Educational Home from the 16th Annual Report of the Lincoln Institution, 1888. 
(https://archive.org/details/DKC0239)

[LI4] Lincoln Institution Annual Reports for 1867, page 10 and for 1868, page 8.

[LI5] For example, donations for 1884 were: One bottle Communion Wine, from Mrs. Evan Randolph; 12 bottles Jayne’s Expectorant, from Dr. D. Jayne & Son; lot of Toys, 1 large Foot Ball, 4 Turkeys, 8 doz. Oranges, 2 bottles Communion Wine, from Mrs. C. H. Clark; large lot of Corn. Cabbage, Beans and Peas, from Lincoln Institution; 1 bottle Communion Wine, from Mrs. A. H. Harrison; lot of Children’s Papers, from Mrs. J. Minis Hays; 1 barrel Apples, from Dr. J. C. Norris; 3 bushels Pea Nuts, 3 boxes Oranges, from Geo Boyd & Son; 1 bottle Communion Wine, from Miss Magee; 1 Iron Sill Strip for front door, from Mr. S. J. Cresswell; lot of Linen for Nursery and Fruit Baskets, from Mrs. Joshua Lippincott: 4 crates Cranberries, 6 Beef Tongues, from Mr. Boraef; 1 box Shellbarks, from Mrs. Ashbridge; 3 doz. Lemons, 6 Sick Wrappers, lot of Handsome Picture Books, 6 pairs Blankets, from Mrs. H. C. Gibson; lot of old Linen, from Mrs. John Pepper; large lot of Celery, from Christy & Rittenhouse; 1 barrel Flour, from L. Knowles & Co.; 1 Foot Ball, 10 New Suits Clothes, lot of New Books, 4 boxes Scrubbing Powder, from Mrs. Ashhurst; 2 suits Clothes, lot of Coats, from Hoyt & Co.; 100 Cocoanuts, from Mr. H. Benners; 2 gallons Whisky, from Mr. H. C. Gibson; 60 lbs. Mince Meat, from Atmore & Son; 6 balls Twine, from H. Mason; 200 labels for Toys, from Mr. John Spence; large lot of Cottage Cheese and Buttermilk, from a friend; donations of money for Easter Eggs, from Mrs. C H. Clark, Mrs. J. D. Lippincott, Mrs. F. A. Dick, Mrs. Gross Mrs. Gibson, Miss Brooks, Miss Israel, Mrs. Wm. Lippincott, Mrs. Richards, Mrs. Randolph; one year’s subscription to ‘The Sheltering Arms’ of New York, ‘The Register of the Philadelphia Society for Organizing Charity,’ and the ‘West Philadelphia Public Telephone,’ from the Editors.

[LI6] The Employers’ Google map 
(https://www.the2nomads.site/LIemployers/LImap.html)

[LI7] BOYS PADDLED AT THE LINCOLN HOME, Philadelphia Times, 8/18/1881 
(doc799.html)
And THE ORPHAN’S PlAINTS, Philadelphia Times 8/20/1881 
(doc792.html)

[LI8] THE LINCOLN HOME INVESTIGATION, Philadelphia Times 9/28/1881 
(doc794.html)
ANOTHER VINDICATION, Philadelphia Inquirer 9/24/1881 
(doc796.html)
REPORT OF THE COMMITTEE, Philadelphia Inquirer, 10/15/1881 
doc800.html

[LI9] There are now many books on the Indian Schools in the United States (similar schools existed in Canada), for examples: A Final Promise; the campaign to Assimilate the Indians by Frederick E. Hoxie, University of Nebraska Press, 1984; Kill the Indian, Save the Man; the genocidal impact of American Indian Residential Schools by Ward Churchill, City Light Books, 2004; Education for Extinction; American Indians and the Boarding School Experience, 1875 - 1928 by David Wallace Adams, University Press of Kansas, 1995 and 2020.

The way the Native Americans were treated was greatly admired by the Nazi Party in the 1930s. A comparison between the United States situation and the Nazi plans can be found in The American West and the Nazi East, a comparative and interpretative perspective by Carroll P. Kakel III, Palgrave Macmillan, 2011. 

[LI10] In 2022 the Department of Interior published a Review of the Indian Schools. 
(https://www.bia.gov/sites/default/files/dup/inline-files/bsi_investigative_report_may_2022_508.pdf?itid=lk_inline_enhanced-template. [last accessed 04/03/2026])

The Appendices are in a separate document 
(https://www.bia.gov/sites/default/files/dup/inline-files/appendix_a_b_school_listing_profiles_508.pdf)

[LI11] See Indians at Spread Eagle from the Philadelphia Inquirer 
(doc725.html) 
Indian Girl Pupils from the Philadelphia Times 
(doc726.html),
and Indian Girls at Eagle, also from the Philadelphia Times 
(doc734.html)

[LI12] Geronimo’s group was split up on their surrender, the adults being imprisoned in Florida, while the children were sent to Indian schools; but none were sent to the Lincoln Institution.

[LI13] Bob Goshorn was the President of the Tredyffrin Easttown Historical Society from 1978 to 1981. In 1978 he wrote an article on Ponemah 
(https://www.tehistory.org/hqda/html/v25/v25n1p020.html) 
The article was Republished in 2009 with additional photographs 
(https://www.tehistory.org/hqda/pdf/v46/v46n4p108.pdf.) 
It was this article that inspired the research into the Lincoln Institution.

[LI14] The Song of Hiawatha by Henry Wadsworth Longfellow XXII. Hiawatha’s Departure - finale

Thus departed Hiawatha,
Hiawatha the Beloved,
In the glory of the sunset,
In the purple mists of evening,
To the regions of the home-wind,
Of the Northwest-Wind, Keewaydin,
To the Islands of the Blessed,
To the Kingdom of Ponemah,
To the Land of the Hereafter! 

[LI15] “We Have No Tribes” by Lena Lannutti, The Pennsylvania Magazine of History and Biography, vol. 1158, #1 (January 2024).

[LI16] A list of the Newspaper reports on the Lincoln Institution Phase 3
(../LI.php?key1=Lincoln&key2=Phase3)

[LI17] A list of the Newspaper articles during Phase 4 
(../LI.php?key1=Lincoln&key2=Phase4) 

[LI18] Photographs of many of the Annual Reports are available. (https://drive.google.com/file/d/1Z085Jb5plDROXd0kekk3cSzyakqf2HF6/view)

[LI19] A Spreadsheet showing which annual reports are available and links to photos of the reports (https://docs.google.com/spreadsheets/d/13ADXRjwtA7g4KbMTsiqtTwxlDwIfjLJg/edit?gid=1379349224#gid=1379349224)

[LI20] A spreadsheet containing all the information found about orphans at the Lincoln Institution (https://docs.google.com/spreadsheets/d/1rhrn0DhddnVrGAt9dUAAxXc1EjAmomVPDWKo6V5vZW4/edit?gid=0#gid=0)

[LI21] A spreadsheet containing all the information found about Indians at the Lincoln Institution (https://docs.google.com/spreadsheets/d/1aAzcy0TGx6N_40PaDb2wOIt6kVzJGCts/edit?gid=1725416739#gid=1725416739)



[MFarm]A good example of the way issues were handled is the Meade Farm. This farm of 627 acres was in the Dakotas (now the South Dakota part) and was set up in 1880. Further reports were produced in 1881 and 1882 (see documents.tehistory.org/docs/doc872.html for details of the farm). After that entry the annual reports stopped mentioning the farm. The obituary to the farm is in the form of an entry in the 1886 accounts for the payment of back-taxes.



[MMC1] A list of published documents concerning Mary McHenry Cox
(../LI.php?key1=Lincoln&key6=MMC). 

[MMC2] Mary McHenry Cox’s report on her visit to South Dakota 
(doc914.html)

See also reference D733.



[SOS1]	Schools included were: Bridgewater School, Bucks County; Chester Springs, Dayton, Harford, Lincoln Institution, Loysville, Mansfield, McAllisterville, Mercer, Mount Joy, St. Paul’s, Butler County; Soldiers’ Orphan Institute, Uniontown, and White Hall. These schools were segregated. See the Annual Report of the Superintendent of Soldiers’ Orphans for 1881, which includes lithographs of all the schools.
(https://babel.hathitrust.org/cgi/pt?id=mdp.39015069457474&seq=15&q1=bolden&view=1up)

[SOS2] A history of the Orphans’ Schools is available as a book The Civil War Soldiers’ Orphan Schools of Pennsylvania, 1864 - 1889 by Dr. O. David and Martha Gold, Pendragon, 2016.

See also reference D785.



Version history

Version 2.7, 4/26 First HTML version






var coll = document.getElementsByClassName(""collapsible"");
var i;

for (i = 0; i < coll.length; i++) {
  coll[i].addEventListener(""click"", function() {
    this.classList.toggle(""active"");
    var content = this.nextElementSibling;
    if (content.style.maxHeight){
      content.style.maxHeight = null;
    } else {
      content.style.maxHeight = content.scrollHeight + ""px"";
    } 
  });
}
",NULL,"Lincoln",,,,,,,"References and Notes for the article 'The Lincoln Institution'","document",NULL,"1","Mike Bertram and Heidi Sproat"
"942","1887 - 1892","Purchased on eBay","Wichita Indians

At the Carlisle school many photographs were taken of groups of Indian students. We did not think that similar photos were taken of Lincoln Institution Indian students, but recently we came across the following photo of 11 Wichita boys.

The boys are: top row: Wah-kish (Edward Moore); Jeks (Chester Collins); Indian name unknown (Philip Hendrix); Indian name unknown (Hall Stevenson); Ne-do (James Ross). Middle row: Indian name unknown (Charles Ross); Ohdo (Ray Hendrix); Indian name unknown (Oliver Standing); Do-dits-se-ah (William Luther), Indian name unknown (Roland Stevenson). Bottom row: Indian name unknown (Lynn Casard).

The photo was taken between 1887 and 1892, which was the period that most of the boys attended the Lincoln Institution. 

",NULL,"Lincoln","Phase 2",,,,,,"Wichita Indians","photo",NULL,"1","Heidi Sproat and Mike Bertram"
"943","1928","Published book","Luther Standing Bear was a Sioux Indian, and the son of a chief, who had heard of the Indian School being set up in Carlisle. So, he made his way to Carlisle only to find there was nobody there as Richard Pratt, the director, was away trying recruit Indians for the school. He was thereby the first pupil at Carlisle and he became a prized pupil. When the Wanamakers requested 2 Indians to come and work at their store in center-city Philadelphia, he was the first choice.

While he was working at Wanamakers he lived in the Educational Home. There he witnessed the first efforts of Mary McHenry Cox to bring Indian boys to the Lincoln Institution school. At the weekends he would join with the other Indians at the Home in their singing and music-making. 

Luther wanted to stay on at Wanamakers but not to live at the Educational Home. He could not find anyone who was willing to provide board for him in Philadelphia. In the end he returned to Carlisle and then his Reservation, where he started his career, which included being part of Buffalo Bill’s Wild West Show and acting in movies.

References and Notes

https://en.wikipedia.org/wiki/Luther_Standing_Bear

My People, the Sioux by Luther Standing Bear, 1928. Reprinted by Acadia Press, 2017





",NULL,"Lincoln","Phase2",,,,,,"My People, The Sioux","Book",NULL,"1","Heidi Sproat and Mike Bertram"
"944","2026","TEHS Quarterly article and others.","Tredyffrin Easttown Historical Society Presidents

Samuel Paul Teamer, 1936 - d. 6/24/1940

Franklin L. Burns, 1940 - 1942

Mrs. Hilda E. Heagy, 1943

Dr. John Alden Mason, 1944

Mrs. Ruth D. L. Mansley, 1945

Mrs. Mildred F. Bradley, 1946, 1947

Mrs. Phoebe Phillips Prime, 1948 - 1949

Mrs. Emily Johnson Peirce, 1950 - 1951

Franklin Wiseman Wandless, 1952 - 1953, 1956 - 1957

Mrs. Louise Hines Kneass, 1954-

Franklin Wiseman Wandless, -1955 (acting president) 

Franklin Wiseman Wandless, 1958 - 1959, 1960 - d. 9/1/1960

Miss Katharine M. Stroh, 1961 (acting president), 1962 - 1963

Conrad Wilson, 1964 - 1965

Miss Myrtle Wandless, 1966 - 1967 - d. 1/1/1968

Elinor Janney Detterline, 1968 - 1971, 1976 - 1977 

Joseph Janney Read, 1972 - 1975

Robert M. Goshorn, 1978 - 1981

Eva Davies Noll, 1982 - 1983

R. Leighton Haney, 1984 - 1987

Grace Kugler Winthrop, 1988 - 1989

Virginia Beidler Mentzer, 1990 - 1991

C. Herbert Fry, 1992 - 1995

L. G.“Skip” Eichner, 1996 - 1999, 2000 - 2002 (President pro tem)

Roger D. Thorne, 2003 - 2012

Michael Morrison, 2012 - 2016

John Senior, 2016 - present (2026)



References and Notes

List extracted from Tredyffrin Easttown Historical Society: A Short look at a Long History, by Herb Fry ,TEHS Quarterly, vol. 44, #4 (Fall 2007) with later additions.
(https://www.tehistory.org/hqda/html/v44/v44n4p121.html)",NULL,"TEHS",,,,,,,"Tredyffrin Easttown Historical Society Presidents","document",NULL,"1","Mike Bertram, Meg Wiederseim"
"945","2004","Easttown, Old in History, Young in Spirit, 1704 - 2004 by C. Herbert Fry","EASTTOWN

OLD IN HISTORY
YOUNG IN SPIRIT

1704 - 2004

BY C. HERBERT FRY

Introduction



6



Chapter 1: In the Beginning



8



Chapter 2: Colonial Period 1705-1760



16



Chapter 3: Pre-Revolutionary Period 1761-1774 



28



Chapter 4: Revolution and Early National Period 1775-1797 



38



Chapter 5: Turnpike Period 1798-1833



56



Chapter 6: Beginning of the Local Industrial and Educational Period 1834-1859



66



Chapter 7: Civil War and Reconstruction 1860-1875



78



Chapter 8: The Centennial Period 1876-1885



86



Chapter 9: Beginning of the Suburban Era 1886-1900 



96



Chapter 10: Rising of the Automobile Age 1901-1929 



110



Chapter 11: Depression, Defense, and Development 1930-1964



124



Chapter 12: Recording Recent Events 1965-2003



138



Sources



146



Index	



149



References and Notes

Document digitized by Meg Wiederseim and Mike Bertram, May 2026",NULL,"EastT",,,,,,,"Easttown, Old in History, Young in Spirit, 1704 - 2004","document",NULL,"1","Meg Wiederseim, Heidi Sproat, and Mike Bertram"
"946",NULL,"Easttown, Old in History, Young in Spirit, 1704 - 2004 by C. Herbert Fry","Introduction

As you drive west along route 30 from Philadelphia through the many towns of the “Main Line” you will eventually come to Berwyn in Easttown Township. If you look around there is little to remind you of the interesting history of the area, particularly as it relates to early America. In spite of this, the history of Easttown colors the reflections of 300 years and numerous generations as it weaves its way through the many eras of our past.

The purpose of this book is to tell the stories that have always surrounded Easttown, to follow the people who founded it and those who sustainted it as well as the legendary charachters who lived or frequented it over 300 years. It is considered a panoramic and colorful chronicle of Easttown growth and development over the years.

To set the stage for the Tricentennial History of Easttown the book begins with men of vision in England and other countries who were attracted by the promise of land. In the “Colonial Period” we learn how the early Dutch, Swedish and English obtained the land and how it was divided and divided again and passed along generation after generation. Although Easttown is not large it is amazing how often land changed hands and how many people were involved. The heritage and customs of these first settlers is highlighted, how they toiled to raise crops and homes, where roads were built to connect the settlements. The religions and their churches are described, as are their customs of birth, death and everyday life, who could vote and the inns where they voted, where social life centered.

This period of colonization transforms the raw land into farms and settlements and local goverment appears. We learn of the village of Cockletown, which in the future becomes Reeseville and finally Berwyn. We learn about the families who lived there. their properties and the dwellings in which they live. This in turn leads to the “Pre-Revolutionary Period” and the further establishment of the rural economy. Soon the residents of Easttown have a front row seat to military events in the War for Independence and we learn of the politics and the involvement of the people in this conflict. Some of the most decisive and exciting events of the war are detailed. We find the township had its share of hardships and heroes.

Following the war the country’s first pike or toll road pleased travelers and it passed through Easttown. The Philadelphia and Lancaster Turnpike followed much the same route as today’s Route 30 Lancaster Pike. This, in turn, we are told, brought taverns to the area, and as the communities grew, schools and churches. Law, too came to Easttown with a Justice of the Peace in 1800. Then came the railroad that cut through Berwyn and took much traffic from the turnpike and caused the decline of the “Tavern”.

The emergence of the railroad led to the beginning of local industry and, with this, population growth and expansion of educational facilities. Several small streams in the area provided waterpower and as a result textile and other mills were built, including a cigar factory. One o fthe mills was Wateroo Mill, which stands today. It became the first post office in Easttown. Then came steam power and gradually these country factories, so far from the markets and lacking cheap and quick transportation, becam abandoned and before long fell into ruins.

The Civil War soon followed and all its heroes and heartbreaks related to Easttown are chronicled here. A look at the politics of the area tells us how they caused changes in Easttown. Then comes a modest growth in population and some prosperity. Next is the aftermath of the war and the movement north of many former slaves who were no free.

Soon America was 100 years old and during this Centennial period of 1876 to 1885 the name Berwyn comes into being and is recognized by the United States Postal Office. The railroad made improvements , one of which they built the red brick Berwyn Train Station in 1881. Water pipes were laid, a library and private schools started, a general store opened in Berwyn, new homes were built and a real estate office appeared. The Wayne homestead becamea tourist attraction until pilfering became a problem. This was not the only crime that came to Berwyn, there was the “Hammer Hollow Gang”, but the Berwyn Protective Association soon put a stop to that. They even had a “Lancaster Avenue Improvement Association,” Progress abounded and Easttown began again to change.

As it developed it became one of the most popular suburbs on Philadelphia’s “Main Line” ... Just east of Berwyn, there was Devon, still in Easttown. It was created as a summer resort. New, large homes were built as resort hotels for the wealthy of Philadelphia. There were places to vacation and get away from the city. Then there wealthy landowners and horse breeders formed the Devon Horse Show in 1896. They needed a convenient place for their money, so Berwyn National Bank was opened. Young William Fritz took over his father’s lumber, coal, and feed business in 1885 (it’s still in the family at the same location). Easttown was still growing and in 1890 the population had doubled in 10 years. All sorts of social organizations came into being, including the fledgling Berwyn Fire Company. It was a time of many changes, from a sleepy town to a thriving active Main Line community.

The final chapters reveal the coming of the automobile and the many wonderful changes it made in Easttown. It includes new people, new industries, World War I, and the post-war era leading up to the “Great Depression,” even President Roosevelt’s WPA and what that brought to Berwyn. We then journey through the era of World War II, the space age and right up to 2004, introducing new people,as we go, until we have documented most everything.

And now it is time to celebrate Easttown’s 300 year Tricentennial ... a township this book proves is “Old in History ... Young in Spirit!” ",NULL,"EastT",,,,,,,"Introduction",NULL,NULL,"1","Meg Wiederseim, Heidi Sproat, and Mike Bertram"
